Id,Dzien tygodnia,Godzina,Natężenie
MQ_K39_1,Friday,1,0.033287101248266296
MQ_K39_1,Friday,2,0.008321775312066574
MQ_K39_1,Friday,3,0.005547850208044383
MQ_K39_1,Friday,4,0.0
MQ_K39_1,Friday,5,0.013869625520110958
MQ_K39_1,Friday,6,0.06865464632454923
MQ_K39_1,Friday,7,0.2045769764216366
MQ_K39_1,Friday,8,0.4736477115117892
MQ_K39_1,Friday,9,0.5339805825242718
MQ_K39_1,Friday,10,0.5527045769764216
MQ_K39_1,Friday,11,0.5839112343966713
MQ_K39_1,Friday,12,0.7128987517337032
MQ_K39_1,Friday,13,0.7552011095700416
MQ_K39_1,Friday,14,0.7642163661581137
MQ_K39_1,Friday,15,0.9791955617198336
MQ_K39_1,Friday,16,0.9972260748959778
MQ_K39_1,Friday,17,1.0
MQ_K39_1,Friday,18,0.8723994452149791
MQ_K39_1,Friday,19,0.7628294036061026
MQ_K39_1,Friday,20,0.6712898751733704
MQ_K39_1,Friday,21,0.492371705963939
MQ_K39_1,Friday,22,0.34951456310679613
MQ_K39_1,Friday,23,0.2059639389736477
MQ_K39_1,Saturday,0,0.17178502879078694
MQ_K39_1,Saturday,1,0.10748560460652591
MQ_K39_1,Saturday,2,0.0508637236084453
MQ_K39_1,Saturday,3,0.028790786948176585
MQ_K39_1,Saturday,4,0.012476007677543186
MQ_K39_1,Saturday,5,0.0
MQ_K39_1,Saturday,6,0.03262955854126679
MQ_K39_1,Saturday,7,0.1276391554702495
MQ_K39_1,Saturday,8,0.33205374280230326
MQ_K39_1,Saturday,9,0.44241842610364684
MQ_K39_1,Saturday,10,0.564299424184261
MQ_K39_1,Saturday,11,0.781190019193858
MQ_K39_1,Saturday,12,0.9280230326295585
MQ_K39_1,Saturday,13,1.0
MQ_K39_1,Saturday,14,0.9539347408829175
MQ_K39_1,Saturday,15,0.9174664107485605
MQ_K39_1,Saturday,16,0.8483685220729367
MQ_K39_1,Saturday,17,0.9049904030710173
MQ_K39_1,Saturday,18,0.8397312859884837
MQ_K39_1,Saturday,19,0.8234165067178503
MQ_K39_1,Saturday,20,0.6746641074856046
MQ_K39_1,Saturday,21,0.5614203454894434
MQ_K39_1,Saturday,22,0.35892514395393477
MQ_K39_1,Saturday,23,0.21976967370441458
MQ_K39_1,Sunday,0,0.3731060606060606
MQ_K39_1,Sunday,1,0.20454545454545456
MQ_K39_1,Sunday,2,0.12878787878787878
MQ_K39_1,Sunday,3,0.04924242424242424
MQ_K39_1,Sunday,4,0.043560606060606064
MQ_K39_1,Sunday,5,0.00946969696969697
MQ_K39_1,Sunday,6,0.0
MQ_K39_1,Sunday,7,0.03598484848484849
MQ_K39_1,Sunday,8,0.19128787878787878
MQ_K39_1,Sunday,9,0.2878787878787879
MQ_K39_1,Sunday,10,0.4375
MQ_K39_1,Sunday,11,0.6439393939393939
MQ_K39_1,Sunday,12,0.8806818181818182
