Id,Dzien tygodnia,Godzina,Natężenie
MQ_K3_1,Friday,1,0.04925650557620818
MQ_K3_1,Friday,2,0.007434944237918215
MQ_K3_1,Friday,3,0.0037174721189591076
MQ_K3_1,Friday,4,0.0
MQ_K3_1,Friday,5,0.04553903345724907
MQ_K3_1,Friday,6,0.21933085501858737
MQ_K3_1,Friday,7,0.5176579925650557
MQ_K3_1,Friday,8,0.6180297397769516
MQ_K3_1,Friday,9,0.6282527881040892
MQ_K3_1,Friday,10,0.7026022304832714
MQ_K3_1,Friday,11,0.6570631970260223
MQ_K3_1,Friday,12,0.6198884758364313
MQ_K3_1,Friday,13,0.7444237918215614
MQ_K3_1,Friday,14,0.7853159851301115
MQ_K3_1,Friday,15,0.9460966542750929
MQ_K3_1,Friday,16,1.0
MQ_K3_1,Friday,17,0.983271375464684
MQ_K3_1,Friday,18,0.8169144981412639
MQ_K3_1,Friday,19,0.7286245353159851
MQ_K3_1,Friday,20,0.6496282527881041
MQ_K3_1,Friday,21,0.4637546468401487
MQ_K3_1,Friday,22,0.31970260223048325
MQ_K3_1,Friday,23,0.25
MQ_K3_1,Saturday,0,0.12167300380228137
MQ_K3_1,Saturday,1,0.08618504435994931
MQ_K3_1,Saturday,2,0.03929024081115336
MQ_K3_1,Saturday,3,0.0038022813688212928
MQ_K3_1,Saturday,4,0.0
MQ_K3_1,Saturday,5,0.016476552598225603
MQ_K3_1,Saturday,6,0.10519645120405577
MQ_K3_1,Saturday,7,0.3041825095057034
MQ_K3_1,Saturday,8,0.7198986058301647
MQ_K3_1,Saturday,9,0.8580481622306717
MQ_K3_1,Saturday,10,0.8593155893536122
MQ_K3_1,Saturday,11,0.9480354879594424
MQ_K3_1,Saturday,12,0.8795944233206591
MQ_K3_1,Saturday,13,1.0
MQ_K3_1,Saturday,14,0.8833967046894804
MQ_K3_1,Saturday,15,0.9493029150823827
MQ_K3_1,Saturday,16,0.9163498098859315
MQ_K3_1,Saturday,17,0.9214195183776933
MQ_K3_1,Saturday,18,0.8605830164765526
MQ_K3_1,Saturday,19,0.779467680608365
MQ_K3_1,Saturday,20,0.5994930291508238
MQ_K3_1,Saturday,21,0.4372623574144487
MQ_K3_1,Saturday,22,0.2864385297845374
MQ_K3_1,Saturday,23,0.24081115335868186
MQ_K3_1,Sunday,0,0.18098958333333334
MQ_K3_1,Sunday,1,0.12239583333333333
MQ_K3_1,Sunday,2,0.10026041666666667
MQ_K3_1,Sunday,3,0.045572916666666664
MQ_K3_1,Sunday,4,0.02734375
MQ_K3_1,Sunday,5,0.0
MQ_K3_1,Sunday,6,0.037760416666666664
MQ_K3_1,Sunday,7,0.07682291666666667
MQ_K3_1,Sunday,8,0.3059895833333333
MQ_K3_1,Sunday,9,0.45703125
MQ_K3_1,Sunday,10,0.5221354166666666
MQ_K3_1,Sunday,11,0.7552083333333334
MQ_K3_1,Sunday,12,0.859375
MQ_K3_1,Sunday,13,0.8736979166666666
MQ_K3_1,Sunday,14,0.890625
MQ_K3_1,Sunday,15,0.9231770833333334
MQ_K3_1,Sunday,16,1.0
MQ_K3_1,Sunday,17,0.95703125
MQ_K3_1,Sunday,18,0.95703125
MQ_K3_1,Sunday,19,0.9140625
MQ_K3_1,Sunday,20,0.7356770833333334
MQ_K3_1,Sunday,21,0.47265625
MQ_K3_1,Sunday,22,0.2994791666666667
MQ_K3_1,Sunday,23,0.18619791666666666
MQ_K3_1,Monday,0,0.053763440860215055
MQ_K3_1,Monday,1,0.033154121863799284
MQ_K3_1,Monday,2,0.0
MQ_K3_1,Monday,3,0.008064516129032258
MQ_K3_1,Monday,4,0.025089605734767026
MQ_K3_1,Monday,5,0.044802867383512544
MQ_K3_1,Monday,6,0.235663082437276
MQ_K3_1,Monday,7,0.47401433691756273
MQ_K3_1,Monday,8,0.6129032258064516
MQ_K3_1,Monday,9,0.6442652329749103
MQ_K3_1,Monday,10,0.681899641577061
MQ_K3_1,Monday,11,0.6774193548387096
MQ_K3_1,Monday,12,0.649641577060932
MQ_K3_1,Monday,13,0.6227598566308243
MQ_K3_1,Monday,14,0.7123655913978495
MQ_K3_1,Monday,15,0.8530465949820788
MQ_K3_1,Monday,16,0.9148745519713262
MQ_K3_1,Monday,17,1.0
MQ_K3_1,Monday,18,0.7921146953405018
MQ_K3_1,Monday,19,0.5878136200716846
