Id,Dzien tygodnia,Godzina,Natężenie
MQ_K2_1,Friday,1,0.007751937984496124
MQ_K2_1,Friday,2,0.007751937984496124
MQ_K2_1,Friday,3,0.0
MQ_K2_1,Friday,4,0.015503875968992248
MQ_K2_1,Friday,5,0.011627906976744186
MQ_K2_1,Friday,6,0.05813953488372093
MQ_K2_1,Friday,7,0.6124031007751938
MQ_K2_1,Friday,8,0.9418604651162791
MQ_K2_1,Friday,9,0.7674418604651163
MQ_K2_1,Friday,10,0.6511627906976745
MQ_K2_1,Friday,11,0.5581395348837209
MQ_K2_1,Friday,12,0.5116279069767442
MQ_K2_1,Friday,13,0.6046511627906976
MQ_K2_1,Friday,14,0.624031007751938
MQ_K2_1,Friday,15,0.7674418604651163
MQ_K2_1,Friday,16,0.9728682170542635
MQ_K2_1,Friday,17,1.0
MQ_K2_1,Friday,18,0.7286821705426356
MQ_K2_1,Friday,19,0.4806201550387597
MQ_K2_1,Friday,20,0.2364341085271318
MQ_K2_1,Friday,21,0.13565891472868216
MQ_K2_1,Friday,22,0.07751937984496124
MQ_K2_1,Friday,23,0.04263565891472868
MQ_K2_1,Saturday,0,0.06842105263157895
MQ_K2_1,Saturday,1,0.02631578947368421
MQ_K2_1,Saturday,2,0.0
MQ_K2_1,Saturday,3,0.010526315789473684
MQ_K2_1,Saturday,4,0.031578947368421054
MQ_K2_1,Saturday,5,0.02631578947368421
MQ_K2_1,Saturday,6,0.04736842105263158
MQ_K2_1,Saturday,7,0.19473684210526315
MQ_K2_1,Saturday,8,0.29473684210526313
MQ_K2_1,Saturday,9,0.5842105263157895
MQ_K2_1,Saturday,10,0.5368421052631579
MQ_K2_1,Saturday,11,0.7421052631578947
MQ_K2_1,Saturday,12,0.6842105263157895
MQ_K2_1,Saturday,13,1.0
MQ_K2_1,Saturday,14,0.8105263157894737
MQ_K2_1,Saturday,15,0.4842105263157895
MQ_K2_1,Saturday,16,0.5684210526315789
MQ_K2_1,Saturday,17,0.43157894736842106
MQ_K2_1,Saturday,18,0.4421052631578947
MQ_K2_1,Saturday,19,0.3157894736842105
MQ_K2_1,Saturday,20,0.2789473684210526
MQ_K2_1,Saturday,21,0.1368421052631579
MQ_K2_1,Saturday,22,0.06842105263157895
MQ_K2_1,Saturday,23,0.07894736842105263
MQ_K2_1,Sunday,0,0.051094890510948905
MQ_K2_1,Sunday,1,0.08759124087591241
MQ_K2_1,Sunday,2,0.051094890510948905
MQ_K2_1,Sunday,3,0.0
MQ_K2_1,Sunday,4,0.0
MQ_K2_1,Sunday,5,0.021897810218978103
MQ_K2_1,Sunday,6,0.043795620437956206
MQ_K2_1,Sunday,7,0.051094890510948905
MQ_K2_1,Sunday,8,0.0948905109489051
MQ_K2_1,Sunday,9,0.2116788321167883
MQ_K2_1,Sunday,10,0.23357664233576642
MQ_K2_1,Sunday,11,0.31386861313868614
MQ_K2_1,Sunday,12,0.46715328467153283
MQ_K2_1,Sunday,13,0.7153284671532847
MQ_K2_1,Sunday,14,0.7153284671532847
MQ_K2_1,Sunday,15,0.7372262773722628
MQ_K2_1,Sunday,16,1.0
MQ_K2_1,Sunday,17,0.5547445255474452
MQ_K2_1,Sunday,18,0.40145985401459855
MQ_K2_1,Sunday,19,0.34306569343065696
MQ_K2_1,Sunday,20,0.27007299270072993
MQ_K2_1,Sunday,21,0.22627737226277372
MQ_K2_1,Sunday,22,0.12408759124087591
MQ_K2_1,Sunday,23,0.021897810218978103
MQ_K2_1,Monday,0,0.01652892561983471
MQ_K2_1,Monday,1,0.012396694214876033
MQ_K2_1,Monday,2,0.0
MQ_K2_1,Monday,3,0.004132231404958678
MQ_K2_1,Monday,4,0.0
MQ_K2_1,Monday,5,0.0
MQ_K2_1,Monday,6,0.049586776859504134
MQ_K2_1,Monday,7,0.6652892561983471
MQ_K2_1,Monday,8,1.0
MQ_K2_1,Monday,9,0.8264462809917356
MQ_K2_1,Monday,10,0.6570247933884298
MQ_K2_1,Monday,11,0.5165289256198347
MQ_K2_1,Monday,12,0.5330578512396694
MQ_K2_1,Monday,13,0.45867768595041325
MQ_K2_1,Monday,14,0.5743801652892562
MQ_K2_1,Monday,15,0.6528925619834711
MQ_K2_1,Monday,16,0.987603305785124
MQ_K2_1,Monday,17,0.9669421487603306
MQ_K2_1,Monday,18,0.640495867768595
MQ_K2_1,Monday,19,0.3884297520661157
MQ_K2_1,Monday,20,0.2727272727272727
MQ_K2_1,Monday,21,0.08264462809917356
MQ_K2_1,Monday,22,0.05371900826446281
MQ_K2_1,Monday,23,0.0371900826446281
MQ_K2_1,Tuesday,0,0.01702127659574468
MQ_K2_1,Tuesday,1,0.0
MQ_K2_1,Tuesday,2,0.00425531914893617
MQ_K2_1,Tuesday,3,0.00851063829787234
MQ_K2_1,Tuesday,4,0.01276595744680851
MQ_K2_1,Tuesday,5,0.01276595744680851
MQ_K2_1,Tuesday,6,0.07659574468085106
MQ_K2_1,Tuesday,7,0.6382978723404256
MQ_K2_1,Tuesday,8,1.0
MQ_K2_1,Tuesday,9,0.825531914893617
MQ_K2_1,Tuesday,10,0.8893617021276595
MQ_K2_1,Tuesday,11,0.6978723404255319
MQ_K2_1,Tuesday,12,0.5574468085106383
MQ_K2_1,Tuesday,13,0.5787234042553191
MQ_K2_1,Tuesday,14,0.5446808510638298
MQ_K2_1,Tuesday,15,0.7829787234042553
MQ_K2_1,Tuesday,16,1.0
MQ_K2_1,Tuesday,17,0.8808510638297873
MQ_K2_1,Tuesday,18,0.6
MQ_K2_1,Tuesday,19,0.3872340425531915
MQ_K2_1,Tuesday,20,0.2680851063829787
MQ_K2_1,Tuesday,21,0.14468085106382977
MQ_K2_1,Tuesday,22,0.10638297872340426
MQ_K2_1,Tuesday,23,0.07234042553191489
MQ_K2_1,Wednesday,0,0.020080321285140562
MQ_K2_1,Wednesday,1,0.008032128514056224
MQ_K2_1,Wednesday,2,0.0
MQ_K2_1,Wednesday,3,0.004016064257028112
MQ_K2_1,Wednesday,4,0.004016064257028112
MQ_K2_1,Wednesday,5,0.004016064257028112
MQ_K2_1,Wednesday,6,0.04417670682730924
MQ_K2_1,Wednesday,7,0.5421686746987951
MQ_K2_1,Wednesday,8,0.963855421686747
MQ_K2_1,Wednesday,9,0.891566265060241
MQ_K2_1,Wednesday,10,0.7269076305220884
MQ_K2_1,Wednesday,11,0.5983935742971888
MQ_K2_1,Wednesday,12,0.5381526104417671
MQ_K2_1,Wednesday,13,0.4899598393574297
MQ_K2_1,Wednesday,14,0.5863453815261044
MQ_K2_1,Wednesday,15,0.8795180722891566
MQ_K2_1,Wednesday,16,0.8995983935742972
MQ_K2_1,Wednesday,17,1.0
MQ_K2_1,Wednesday,18,0.6626506024096386
MQ_K2_1,Wednesday,19,0.5261044176706827
MQ_K2_1,Wednesday,20,0.3373493975903614
MQ_K2_1,Wednesday,21,0.20481927710843373
MQ_K2_1,Wednesday,22,0.07228915662650602
MQ_K2_1,Wednesday,23,0.07630522088353414
MQ_K2_1,Thursday,0,0.15584415584415584
MQ_K2_1,Thursday,1,0.03896103896103896
MQ_K2_1,Thursday,2,0.07792207792207792
MQ_K2_1,Thursday,3,0.0
MQ_K2_1,Thursday,4,0.025974025974025976
MQ_K2_1,Thursday,5,0.012987012987012988
MQ_K2_1,Thursday,6,0.06493506493506493
MQ_K2_1,Thursday,7,0.22077922077922077
MQ_K2_1,Thursday,8,0.23376623376623376
MQ_K2_1,Thursday,9,0.2597402597402597
MQ_K2_1,Thursday,10,0.5584415584415584
MQ_K2_1,Thursday,11,0.8831168831168831
